X,Y,ID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,WEBSITE,OWNER,BEDS,TRAUMA,HELIPAD
-73.62071751399995,41.26639131700004,25710536,FOUR WINDS HOSPITAL WESTCHESTER,800 CROSS RIVER ROAD,KATONAH,NY,10536,(914) 763-8151,PSYCHIATRIC,OPEN,178,WESTCHESTER,36119,USA,41.2663913170001,-73.62071751399999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.fourwindshospital.com/,PROPRIETARY,178,NOT AVAILABLE,N
-73.78539605999998,43.058130469000034,25812866,FOUR WINDS HOSPITAL SARATOGA,30 CRESCENT AVENUE,SARATOGA SPRINGS,NY,12866,(518) 584-3600,PSYCHIATRIC,OPEN,88,SARATOGA,36091,USA,43.058130469,-73.78539606,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.fourwindshospital.com/,PROPRIETARY,88,NOT AVAILABLE,N
-87.58319901599998,37.854974612000014,5842420,METHODIST HOSPITAL,1305 N ELM STREET,HENDERSON,KY,42420,(270) 827-7700,GENERAL ACUTE CARE,OPEN,192,HENDERSON,21101,USA,37.854974612,-87.58319901600002,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.methodisthospital.net,NON-PROFIT,192,NOT AVAILABLE,Y
-88.93688083999996,38.311645161000044,13062864,CROSSROADS COMMUNITY HOSPITAL,8 DOCTORS PARK ROAD,MOUNT VERNON,IL,62864,(618) 244-5500,GENERAL ACUTE CARE,OPEN,41,JEFFERSON,17081,USA,38.3116451610001,-88.93688084,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.crossroadscommunityhospital.com,PROPRIETARY,41,NOT AVAILABLE,Y
-88.27061598299997,41.72900718400005,1360504,COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,AURORA,IL,60504,(630) 978-6200,GENERAL ACUTE CARE,OPEN,210,KANE,17089,USA,41.7290071840001,-88.270615983,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.rushcopley.com/,GOVERNMENT - LOCAL,210,LEVEL 2,Y
-88.34345036299997,41.886614965000014,10460134,DELNOR COMMUNITY HOSPITAL,300 RANDALL RD,GENEVA,IL,60134,(630) 208-3000,GENERAL ACUTE CARE,OPEN,159,KANE,17089,USA,41.886614965,-88.34345036299999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.delnor.com,NON-PROFIT,159,LEVEL 2,Y
-88.32576904399998,41.785809550000074,8460506,PRESENCE MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,AURORA,IL,60506,(630) 859-2222,GENERAL ACUTE CARE,OPEN,293,KANE,17089,USA,41.7858095500001,-88.325769044,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.presencehealth.org/presence-mercy-medical-center-aurora,NON-PROFIT,293,LEVEL 2,Y
-84.72378833999993,38.054765689000064,440383,BLUEGRASS COMMUNITY HOSPITAL,360 AMSDEN AVE.,VERSAILLES,KY,40383,(859) 873-3111,GENERAL ACUTE CARE,OPEN,25,WOODFORD,21239,USA,38.0547656890001,-84.7237883399999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.bluegrasscommunityhospital.com,NON-PROFIT,25,NOT AVAILABLE,Y
-99.34685361199995,31.11768849800006,8476825,HEART OF TEXAS MEMORIAL HOSPITAL,2008 NINE RD,BRADY,TX,76825,(325) 597-2901,CRITICAL ACCESS,OPEN,25,MCCULLOCH,48307,USA,31.117688498000106,-99.346853612,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,https://www.heartoftexashealthcare.org/,NON-PROFIT,25,LEVEL 4,Y
-96.63588687999996,28.96910474900005,17677957,JACKSON COUNTY HOSPITAL,1013 SOUTH WELLS STREET,EDNA,TX,77957,(361) 782-7800,CRITICAL ACCESS,OPEN,25,JACKSON,48239,USA,28.969104749000106,-96.63588688,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.jchd.org/getpage.php?name=index,GOVERNMENT - DISTRICT/AUTHORITY,25,LEVEL 4,Y
-100.60299405999996,30.863001943000025,19176936,SCHLEICHER COUNTY MEDICAL CENTER,400 MURCHISON AVENUE,ELDORADO,TX,76936,(325) 853-2507,CRITICAL ACCESS,OPEN,14,SCHLEICHER,48413,USA,30.863001943,-100.60299406,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.scmc.us,PROPRIETARY,14,LEVEL 4,Y
-85.33810655599994,37.36635176200007,10542718,TAYLOR REGIONAL HOSPITAL,1700 OLD LEBANON ROAD,CAMPBELLSVILLE,KY,42718,(270) 465-3561,GENERAL ACUTE CARE,OPEN,90,TAYLOR,21217,USA,37.3663517620001,-85.338106556,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.trhosp.org,GOVERNMENT - DISTRICT/AUTHORITY,90,LEVEL 3,Y
-102.75752227099998,33.719737510000066,39179346,COCHRAN MEMORIAL HOSPITAL,201 EAST GRANT AVENUE,MORTON,TX,79346,(806) 266-5565,CRITICAL ACCESS,OPEN,18,COCHRAN,48079,USA,33.7197375100001,-102.757522271,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,18,NOT AVAILABLE,Y
-78.73324149899997,39.64783067200005,4521502,WESTERN MARYLAND REGIONAL MEDICAL CENTER,12500 WILLOWBROOK ROAD,CUMBERLAND,MD,21502,(240) 964-2196,GENERAL ACUTE CARE,OPEN,371,ALLEGANY,24001,USA,39.64783067200009,-78.733241499,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx,http://www.wmhs.com,NON-PROFIT,371,LEVEL 3,Y
-76.53461243299995,38.989926720000014,4621401,ANNE ARUNDEL MEDICAL CENTER,2001 MEDICAL PARKWAY,ANNAPOLIS,MD,21401,(443) 481-1307,GENERAL ACUTE CARE,OPEN,380,ANNE ARUNDEL,24003,USA,38.98992672,-76.534612433,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx,http://www.aahs.org,NON-PROFIT,380,NOT AVAILABLE,Y
-88.55882170399998,40.060448050000055,1261856,KIRBY MEDICAL CENTER,1000 MEDICAL CENTER DRIVE,MONTICELLO,IL,61856,(217) 762-2115,CRITICAL ACCESS,OPEN,16,PIATT,17147,USA,40.06044805,-88.558821704,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.kirbyhealth.org,NON-PROFIT,16,NOT AVAILABLE,Y
-89.59196542499996,40.70274681700005,3561603,SAINT FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVE,PEORIA,IL,61603,(309) 655-2000,GENERAL ACUTE CARE,OPEN,631,PEORIA,17143,USA,40.702746817,-89.591965425,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.osfsaintfrancis.org,NON-PROFIT,631,LEVEL 1 LEVEL 1 PEDIATRIC,Y
-90.81513269699998,39.60744347800004,14762363,ILLINI COMMUNITY HOSPITAL,640 W WASHINGTON,PITTSFIELD,IL,62363,(217) 285-2113,CRITICAL ACCESS,OPEN,21,PIKE,17149,USA,39.6074434780001,-90.81513269700001,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.illinihospital.org,NON-PROFIT,21,NOT AVAILABLE,Y
-83.53521997699994,35.85592321300003,8637862,LECONTE MEDICAL CENTER,742 MIDDLE CREEK ROAD,SEVIERVILLE,TN,37862,(865) 429-6618,GENERAL ACUTE CARE,OPEN,79,SEVIER,47155,USA,35.855923213000004,-83.5352199769999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,http://www.lecontemedicalcenter.com,NON-PROFIT,79,NOT AVAILABLE,Y
-97.52494158199993,35.47489623800003,14573102,VALIR REHABILITATION HOSPITAL OF OKC,700 NW SEVENTH STREET,OKLAHOMA CITY,OK,73102,(405) 236-3131,REHABILITATION,OPEN,81,OKLAHOMA,40109,USA,35.474896238,-97.52494158199993,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://www.ok.gov/health/Protective_Health/Medical_Facilities_Service/,http://www.valir.com,PROPRIETARY,81,NOT AVAILABLE,N
-95.960331813,35.66753235400005,16674447,MUSCOGEE (CREEK) NATION PHYSICAL REHABILITATION CENTER,900 EAST AIRPORT ROAD,OKMULGEE,OK,74447,(918) 756-9211,REHABILITATION,OPEN,26,OKMULGEE,40111,USA,35.6675323540001,-95.960331813,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://www.ok.gov/health/Protective_Health/Medical_Facilities_Service/,http://creekhealth.org/index.php/component/content/category/81-clinics,GOVERNMENT - FEDERAL,26,NOT AVAILABLE,N
-91.39945720199995,39.936358882000015,962301,BLESSING HOSPITAL,BROADWAY AT 11TH STREET,QUINCY,IL,62301,(217) 223-5811,GENERAL ACUTE CARE,OPEN,335,ADAMS,17001,USA,39.936358882,-91.39945720200001,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.blessinghospital.org,NON-PROFIT,335,LEVEL 2,Y
-89.59491683599998,40.70030579600007,10261603,METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,61606,(309) 672-5522,GENERAL ACUTE CARE,OPEN,269,PEORIA,17143,USA,40.7003057960001,-89.59491683600002,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.mymethodist.net,NON-PROFIT,269,LEVEL 2,Y
-87.85272133299999,42.09253849100002,860025,GLENBROOK HOSPITAL,2100 PFINGSTEN ROAD,GLENVIEW,IL,60026,(847) 657-5800,GENERAL ACUTE CARE,OPEN,-999,COOK,17031,USA,42.092538491,-87.85272133299999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.northshore.org/locations/glenbrook-hospital/,NON-PROFIT,-999,LEVEL 2,Y
-87.61833479899998,41.895454536000045,1760611,REHABILITATION INSTITUTE OF CHICAGO,345 EAST SUPERIOR STREET,CHICAGO,IL,60611,(312) 908-6005,REHABILITATION,OPEN,182,COOK,17031,USA,41.895454536,-87.618334799,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://data.illinois.gov/,http://www.ric.org,NON-PROFIT,182,NOT AVAILABLE,N
-87.82828250699998,41.86489306500004,1860130,RIVEREDGE HOSPITAL,8311 WEST ROOSEVELT ROAD,FOREST  PARK,IL,60130,(708) 771-7000,PSYCHIATRIC,OPEN,224,COOK,17031,USA,41.864893065,-87.82828250700001,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.illinois.gov/,http://www.riveredgehospital.com,PROPRIETARY,224,NOT AVAILABLE,N
-87.74070961099994,42.05641606200005,2560076,NORTHSHORE UNIVERSITY HEALTH SYSTEM SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,(847) 677-9600,GENERAL ACUTE CARE,OPEN,234,COOK,17031,USA,42.056416062,-87.74070961099991,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.northshore.org,NON-PROFIT,234,LEVEL 2,N
-87.80335153299995,41.87861801400004,3260304,RUSH OAK PARK HOSPITAL,520 S MAPLE AVE,OAK PARK,IL,60304,(708) 383-9300,GENERAL ACUTE CARE,OPEN,114,COOK,17031,USA,41.878618014000004,-87.803351533,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.roph.org,NON-PROFIT,114,NOT AVAILABLE,N
-87.88639492599998,41.79706055200006,3460525,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 S WILLOW SPRINGS RD,LA GRANGE,IL,60525,(708) 352-1200,GENERAL ACUTE CARE,OPEN,187,COOK,17031,USA,41.79706055200009,-87.88639492600002,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.keepingyouwell.com,NON-PROFIT,187,LEVEL 2,Y
-87.84281507399997,41.910529781000044,460160,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,MELROSE PARK,IL,60160,(708) 681-3200,GENERAL ACUTE CARE,OPEN,255,COOK,17031,USA,41.910529781,-87.842815074,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.gottliebhospital.org,NON-PROFIT,255,LEVEL 2,Y
-95.30727963299995,32.94453831800007,57375494,CHRISTUS MOTHER FRANCES HOSPITAL - WINNSBORO,719 WEST COKE ROAD,WINNSBORO,TX,75494,(903) 342-5227,CRITICAL ACCESS,OPEN,25,WOOD,48499,USA,32.9445383180001,-95.307279633,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.tmfhs.org,NON-PROFIT,25,LEVEL 4,Y
-97.12915908899998,29.30695852000002,57677995,YOAKUM COMMUNITY HOSPITAL,1200 CARL RAMERT DRIVE,YOAKUM,TX,77995,(361) 293-2321,CRITICAL ACCESS,OPEN,25,LAVACA,48285,USA,29.30695852,-97.129159089,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.yoakumhospital.org,NON-PROFIT,25,LEVEL 4,Y
-87.76408864999996,41.87212457300007,4160644,LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,CHICAGO,IL,60644,(773) 626-4300,GENERAL ACUTE CARE,OPEN,176,COOK,17031,USA,41.8721245730001,-87.76408865,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.lorettohospital.org,NON-PROFIT,176,NOT AVAILABLE,N
-87.60433712599995,41.788746851000035,4360637,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,(773) 702-1000,GENERAL ACUTE CARE,OPEN,577,COOK,17031,USA,41.788746851,-87.604337126,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.uchospitals.edu,NON-PROFIT,577,LEVEL 1 PEDIATRIC,Y
-101.409180667,35.655138191000034,137479007,GOLDEN PLAINS COMMUNITY HOSPITAL,100 MEDICAL DRIVE,BORGER,TX,79007,(806) 467-5700,CRITICAL ACCESS,OPEN,25,HUTCHINSON,48233,USA,35.655138191,-101.409180667,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.goldenplains.org,PROPRIETARY,25,LEVEL 4,Y
-87.65162123999997,41.95518901600006,5560613,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,(312) 525-6780,GENERAL ACUTE CARE,OPEN,134,COOK,17031,USA,41.9551890160001,-87.6516212399999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.thorek.org,NON-PROFIT,134,NOT AVAILABLE,N
-87.674398458,41.872334867000056,6260612,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,(312) 864-6000,GENERAL ACUTE CARE,OPEN,460,COOK,17031,USA,41.872334867000106,-87.674398458,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.cookcountyhealth.net,GOVERNMENT - LOCAL,460,LEVEL 1 LEVEL 1 PEDIATRIC,Y
-87.62149159799999,41.84688958300004,7660616,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,(312) 567-2000,GENERAL ACUTE CARE,OPEN,421,COOK,17031,USA,41.8468895830001,-87.62149159799999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.mercy-chicago.org,NON-PROFIT,421,NOT AVAILABLE,N
-87.69302887799999,41.72146499900003,8760805,LITTLE COMPANY OF MARY HOSPITAL,2800 W 95TH ST,EVERGREEN PARK,IL,60805,(708) 422-6200,GENERAL ACUTE CARE,OPEN,288,COOK,17031,USA,41.721464999,-87.69302887799999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.lcmh.org,NON-PROFIT,288,NOT AVAILABLE,N
-87.65137166299999,41.93674084800004,9060657,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,(773) 975-1600,GENERAL ACUTE CARE,OPEN,330,COOK,17031,USA,41.9367408480001,-87.65137166299999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.advocatehealth.com/masonic,NON-PROFIT,330,LEVEL 1,N
-87.67074305699997,41.97308677300003,9760609,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA STREET,CHICAGO,IL,60640,(773) 271-9040,GENERAL ACUTE CARE,OPEN,189,COOK,17031,USA,41.973086773,-87.67074305700001,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.bethanymethodist.org,NON-PROFIT,189,NOT AVAILABLE,N
-87.73244224499996,41.721694517000046,10160453,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,60453,(708) 684-8000,GENERAL ACUTE CARE,OPEN,684,COOK,17031,USA,41.7216945170001,-87.732442245,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.advocatehealth.com/christ,NON-PROFIT,684,LEVEL 1,Y
-87.84733438399998,42.038802226000016,10760068,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,60068,(847) 723-2210,GENERAL ACUTE CARE,OPEN,624,COOK,17031,USA,42.038802226,-87.84733438399998,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.advocatehealth.com/luth/,NON-PROFIT,624,LEVEL 1,Y
-87.99218163399998,42.06829110600006,11860005,NORTHWEST COMMUNITY HOSPITAL,800 W CENTRAL ROAD,ARLINGTON HEIGHTS,IL,60005,(847) 618-1000,GENERAL ACUTE CARE,OPEN,386,COOK,17031,USA,42.068291106000096,-87.99218163399998,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.nch.org,NON-PROFIT,386,LEVEL 2,Y
-88.01689227799997,42.00465682300006,11960007,ALEXIAN BROTHERS MEDICAL CENTER,800 W BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,(847) 437-5500,GENERAL ACUTE CARE,OPEN,370,COOK,17031,USA,42.00465682300009,-88.0168922779999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.alexian.org,NON-PROFIT,370,LEVEL 2,Y
-87.62102436599997,41.894607713000006,12360611,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,(312) 926-2000,GENERAL ACUTE CARE,OPEN,885,COOK,17031,USA,41.894607713,-87.621024366,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.nmh.org,NON-PROFIT,885,LEVEL 1,N
-88.14103422499994,42.052928459000036,12760169,ST ALEXIUS MEDICAL CENTER,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,60169,(847) 843-2000,GENERAL ACUTE CARE,OPEN,305,COOK,17031,USA,42.052928459,-88.1410342249999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.stalexius.org,NON-PROFIT,305,LEVEL 2,Y
-87.61332387199997,41.80267501300005,13160615,PROVIDENT HOSPITAL OF CHICAGO,500 E 51ST ST,CHICAGO,IL,60615,(312) 572-2000,GENERAL ACUTE CARE,OPEN,25,COOK,17031,USA,41.802675013000105,-87.61332387200001,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,http://www.ccbhs.org/pages/ProvidentHospitalofCookCounty.htm,GOVERNMENT - LOCAL,25,NOT AVAILABLE,N
-85.06735280599996,37.05758045000004,8742642,RUSSELL COUNTY HOSPITAL,"153 DOWELL RD., PO BOX 1610",RUSSELL SPRINGS,KY,42642,(270) 866-4141,GENERAL ACUTE CARE,OPEN,25,RUSSELL,21207,USA,37.05758045,-85.067352806,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.russellcohospital.org,GOVERNMENT - LOCAL,25,NOT AVAILABLE,Y
-81.20193158499995,37.787554395000015,4125801,RALEIGH GENERAL HOSPITAL,1710 HARPER ROAD,BECKLEY,WV,25801,(304) 256-4100,GENERAL ACUTE CARE,OPEN,300,RALEIGH,54081,USA,37.787554395,-81.201931585,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://ohflac.wvdhhr.org/Apps/Lookup/FacilitySearch,http://www.raleighgeneral.com,PROPRIETARY,300,LEVEL 3,Y
-84.33590331999993,37.35796432000005,8640456,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CENTER,145 NEWCOMB AVE,MT VERNON,KY,40456,(606) 256-2195,GENERAL ACUTE CARE,OPEN,26,ROCKCASTLE,21203,USA,37.3579643200001,-84.3359033199999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.rockcastleregional.org,NON-PROFIT,26,LEVEL 4,Y
-85.63714429499998,38.23811824800004,140207,BAPTIST HOSPITAL LOUISVILLE,4000 KRESGE WAY,LOUISVILLE,KY,40207,(502) 897-8100,GENERAL ACUTE CARE,OPEN,519,JEFFERSON,21111,USA,38.238118248,-85.637144295,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,https://www.baptisthealth.com/louisville/pages/default.aspx,NON-PROFIT,519,NOT AVAILABLE,Y
-85.75118949899995,38.24913164700008,4040202,JEWISH HOSPITAL & ST. MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,(502) 587-4011,GENERAL ACUTE CARE,OPEN,462,JEFFERSON,21111,USA,38.249131647000105,-85.75118949899999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.kentuckyonehealth.org/body.cfm?id=3299&fr=true,PROPRIETARY,462,NOT AVAILABLE,Y
-85.73123772899999,38.24265651600006,4440204,KINDRED HOSPITAL - LOUISVILLE,1313 SAINT ANTHONY PLACE,LOUISVILLE,KY,40204,(502) 587-7001,LONG TERM CARE,OPEN,337,JEFFERSON,21111,USA,38.242656516000096,-85.731237729,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.kindredlouisville.com/,PROPRIETARY,337,NOT AVAILABLE,N
-81.62719975299996,38.347921790000036,225301,CAMC GENERAL HOSPITAL,501 MORRIS STREET,CHARLESTON,WV,25301,(304) 388-6200,GENERAL ACUTE CARE,OPEN,268,KANAWHA,54039,USA,38.34792179,-81.627199753,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://ohflac.wvdhhr.org/Apps/Lookup/FacilitySearch,http://www.camc.org/gh,NON-PROFIT,268,LEVEL 1,Y
-85.71059212999994,38.218809,7540205,OUR LADY OF PEACE,2020 NEWBURG RD,LOUISVILLE,KY,40205,(502) 451-3330,PSYCHIATRIC,OPEN,396,JEFFERSON,21111,USA,38.2188090000001,-85.71059213,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.kentuckyonehealth.org/body.cfm?id=3289&fr=true,NON-PROFIT,396,NOT AVAILABLE,N
-85.74433596499993,38.24832296100005,11740202,UNIVERSITY OF LOUISVILLE HOSPITAL,530 S JACKSON ST,LOUISVILLE,KY,40202,(502) 562-3000,GENERAL ACUTE CARE,OPEN,404,JEFFERSON,21111,USA,38.248322961,-85.7443359649999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.ulh.org,NON-PROFIT,404,LEVEL 1,Y
-82.81305129499997,37.81551093600008,7941240,PAUL B HALL REGIONAL MEDICAL CENTER,625 JAMES S TRIMBLE BLVD,PAINTSVILLE,KY,41240,(606) 789-3511,GENERAL ACUTE CARE,OPEN,72,JOHNSON,21115,USA,37.8155109360001,-82.813051295,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.pbhrmc.com/locations/paul-b-hall-regional-medical-center,PROPRIETARY,72,NOT AVAILABLE,N
-77.85875905499995,39.29598913600008,825438,JEFFERSON MEDICAL CENTER,300 SOUTH PRESTON STREET,RANSON,WV,25438,(304) 728-1600,CRITICAL ACCESS,OPEN,25,JEFFERSON,54037,USA,39.2959891360001,-77.858759055,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://ohflac.wvdhhr.org/Apps/Lookup/FacilitySearch,http://www.wvuniversityhealthcare.com/Default.aspx,NON-PROFIT,25,LEVEL 4,Y
-81.14978058699995,37.971276577000005,3625901,PLATEAU MEDICAL CENTER,430 MAIN STREET,OAK HILL,WV,25901,(304) 469-8600,CRITICAL ACCESS,OPEN,25,FAYETTE,54019,USA,37.971276577,-81.149780587,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://ohflac.wvdhhr.org/Apps/Lookup/FacilitySearch,http://www.plateaumedicalcenter.com,PROPRIETARY,25,NOT AVAILABLE,N
-81.09249295599994,38.922760068000045,3226147,MINNIE HAMILTON HEALTH CARE CENTER,186 HOSPITAL DRIVE,GRANTSVILLE,WV,26147,(304) 354-9240,CRITICAL ACCESS,OPEN,42,CALHOUN,54013,USA,38.9227600680001,-81.0924929559999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://ohflac.wvdhhr.org/Apps/Lookup/FacilitySearch,http://www.mhhcc.com,NON-PROFIT,42,NOT AVAILABLE,Y
